"seed","n","dgp","seed_cell_master","rng_kind","seed_data_hash","seed_fit_hash","model_seed_propensity","model_seed_mvbcf","model_seed_bcf1","model_seed_bcf2","model_seed_bart1","model_seed_bart2","model_seed_mvbart","fit_seconds_mvbcf","fit_seconds_bcf1","fit_seconds_bcf2","fit_seconds_bart1","fit_seconds_bart2","fit_seconds_mvbart","converged_flag","error_message","hostname","git_sha","session_hash","seq_phase","replication_seconds","mvbcf_pehe1","mvbcf_pehe2","mvbcf_bias1","mvbcf_bias2","mvbcf_ate1","mvbcf_ate2","mvbcf_crmse1","mvbcf_crmse2","mvbcf_atesq1","mvbcf_atesq2","mvbcf_crps1","mvbcf_crps2","mvbcf_cov501","mvbcf_cov951","mvbcf_cov502","mvbcf_cov952","mvbcf_wid501","mvbcf_wid951","mvbcf_wid502","mvbcf_wid952","bcf_pehe1","bcf_pehe2","bcf_bias1","bcf_bias2","bcf_ate1","bcf_ate2","bcf_crmse1","bcf_crmse2","bcf_atesq1","bcf_atesq2","bcf_crps1","bcf_crps2","bcf_cov501","bcf_cov951","bcf_cov502","bcf_cov952","bcf_wid501","bcf_wid951","bcf_wid502","bcf_wid952","bart_pehe1","bart_pehe2","bart_bias1","bart_bias2","bart_ate1","bart_ate2","bart_crmse1","bart_crmse2","bart_atesq1","bart_atesq2","bart_crps1","bart_crps2","bart_cov501","bart_cov951","bart_cov502","bart_cov952","bart_wid501","bart_wid951","bart_wid502","bart_wid952","mvbart_pehe1","mvbart_pehe2","mvbart_bias1","mvbart_bias2","mvbart_ate1","mvbart_ate2","mvbart_crmse1","mvbart_crmse2","mvbart_atesq1","mvbart_atesq2","mvbart_crps1","mvbart_crps2","mvbart_cov501","mvbart_cov951","mvbart_cov502","mvbart_cov952","mvbart_wid501","mvbart_wid951","mvbart_wid502","mvbart_wid952","mvbcf_ate_l951","mvbcf_ate_u951","mvbcf_ate_l952","mvbcf_ate_u952","mvbcf_ate_l501","mvbcf_ate_u501","mvbcf_ate_l502","mvbcf_ate_u502","mvbcf_ate_wid951","mvbcf_ate_wid952","mvbcf_ate_wid501","mvbcf_ate_wid502","mvbcf_ate_cov951","mvbcf_ate_cov952","mvbcf_ate_cov501","mvbcf_ate_cov502","bcf_ate_l951","bcf_ate_u951","bcf_ate_l952","bcf_ate_u952","bcf_ate_l501","bcf_ate_u501","bcf_ate_l502","bcf_ate_u502","bcf_ate_wid951","bcf_ate_wid952","bcf_ate_wid501","bcf_ate_wid502","bcf_ate_cov951","bcf_ate_cov952","bcf_ate_cov501","bcf_ate_cov502","bart_ate_l951","bart_ate_u951","bart_ate_l952","bart_ate_u952","bart_ate_l501","bart_ate_u501","bart_ate_l502","bart_ate_u502","bart_ate_wid951","bart_ate_wid952","bart_ate_wid501","bart_ate_wid502","bart_ate_cov951","bart_ate_cov952","bart_ate_cov501","bart_ate_cov502","mvbart_ate_l951","mvbart_ate_u951","mvbart_ate_l952","mvbart_ate_u952","mvbart_ate_l501","mvbart_ate_u501","mvbart_ate_l502","mvbart_ate_u502","mvbart_ate_wid951","mvbart_ate_wid952","mvbart_ate_wid501","mvbart_ate_wid502","mvbart_ate_cov951","mvbart_ate_cov952","mvbart_ate_cov501","mvbart_ate_cov502"
801,500,3,1,"L'Ecuyer-CMRG","10407_232279126_1548265814_2053268350_1166186877_1225427998_1369165011","10407_-113178902_-70118724_-1390118441_186656165_-1552900617_559433091",59803272,1454991747,1743588391,318033775,1237015234,1338941432,336895300,90.425,7.46899999999999,6.358,3.64699999999999,2.274,549.518,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",687.537,7.43889478244873,10.2003215952658,3.0540028138334,6.34194665004564,23.3998087199484,26.4648594995003,55.3371555843429,104.046560646847,9.32693318690232,40.2202873120251,4.69328109691894,5.81028910739237,0.739,1,0.495,0.953,17.8082185241499,51.4275081476979,14.1123097635537,41.4278375007796,8.66357092298875,12.4831626653598,3.88374800583557,8.63837801040025,24.2295539119506,28.7612908598549,75.0574611376561,155.829350129832,15.0834985728318,74.6215746505665,5.26054762724726,7.16311757272732,0.628,0.999,0.454,0.917,17.5734518985827,51.6186100015995,15.5069566118346,47.3846800842897,7.23011474238781,11.1929520082372,3.5795833275154,6.74141910896346,23.9253892336304,26.8643319584181,52.2745591880936,125.282174658701,12.8134167986262,45.4467316026977,5.04121706046358,6.59726259920242,0.837,1,0.65,0.986,21.1194941571588,62.1818283744442,20.5379781285162,63.055752312816,7.15784960674172,11.7390361746762,3.52326362716994,7.34112845948544,23.869069533285,27.4640413089401,51.2348109927326,137.804970310357,12.4133865865387,53.8921670586671,4.7763708074096,6.67635682561333,0.799,1,0.505,0.964,18.6124977003721,59.4074412082448,16.1681856701596,54.2260232744758,12.2499215434721,34.8160225344143,14.0905075828784,38.7580186464493,19.7788602690541,27.3340755173604,22.5678189535293,30.3165001410945,22.5661009909422,24.6675110635708,7.55521524830633,7.74868118756521,1,1,1,0,14.1758178079844,34.201838395028,16.221431256749,41.0691713456364,20.7917160827755,28.1394107724807,24.514265895913,33.0023187674533,20.0260205870436,24.8477400888874,7.34769468970519,8.48805287154027,1,1,0,0,13.056524469796,35.6679462516052,15.9040678371553,39.0847813198218,19.7653743944003,27.9404224753641,23.0720552843126,30.5144274835762,22.6114217818092,23.1807134826665,8.1750480809638,7.44237219926361,1,1,1,0,12.0194514262191,35.0384761280823,15.7891886690406,39.0829864754524,19.9651838489215,27.9754466915702,22.8999090094743,31.7165743916376,23.0190247018632,23.2937978064118,8.01026284264868,8.81666538216337,1,1,1,0
800,500,3,1,"L'Ecuyer-CMRG","10407_-449014555_-1935748713_-1866111124_1238998843_432708250_213157973","10407_1723535170_-1281335255_1884469965_1128136827_1565282569_-41350378",201844770,581642245,59803272,1454991747,1743588391,318033775,1237015234,89.522,7.28700000000001,6.28899999999999,3.16,2.245,552.149,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",689.734,10.6824247252192,9.12242287727704,-7.25909098453607,-1.88356070020896,12.971163624302,17.7729904241078,114.114198009974,83.2185991518674,52.6944019217728,3.54780091137166,6.14337322863345,5.21307699817724,0.577,0.988,0.501,0.982,17.7847949260707,52.5240136958326,13.7144546453341,40.3735243711294,8.47285249198272,8.63073773325235,-3.86808310682402,0.0306004673877531,16.3621715020141,19.6871515917045,71.7892293508978,74.4896338201859,14.9620669212973,0.000936388604348943,4.90845579374632,4.95705473652248,0.655,0.998,0.48,0.991,16.2294251390606,47.0245614539485,13.0301638030325,39.2810201847807,13.8789212053626,9.52997456231681,-6.27314481937102,-2.35112821660781,13.9571097894671,17.305422907709,192.624453824663,90.8204151584055,39.3523459248015,5.52780389092941,7.96244656003746,5.5111963540767,0.578,0.984,0.517,0.997,22.5896278761479,67.8060689083958,14.72791577954,49.9079134519878,10.1451397445687,9.38564831132398,-6.03061508604628,-0.332831571752155,14.1996395227918,19.3237195525646,102.923860436828,88.0903942238587,36.3683183160489,0.11077685515501,5.99837994612428,5.42689978617816,0.648,1,0.479,0.996,19.7498957600424,61.4403285991805,14.1883195778517,46.4899001187093,-0.742434765524507,25.3764599503576,6.06369442787828,29.5208569188802,8.41398775269277,17.7707071488824,12.8764791492378,22.1041493690622,26.1188947158822,23.4571624910019,9.35671939618963,9.22767021982438,1,1,0,1,5.30160068005492,26.7486729496472,9.26704728280561,31.142438758854,12.6088277504378,20.1831429508638,15.025161455356,23.9388004218679,21.4470722695923,21.8753914760484,7.57431520042601,8.91363896651188,1,1,0,1,1.41794498535327,26.4053106587936,5.75405500747884,28.6937962789124,9.40455363972422,18.6970267975562,13.1316756618741,21.633005401836,24.9873656734404,22.9397412714336,9.29247315783202,8.50132973996188,1,1,0,1,2.55960384633977,27.1836136255819,7.48984250020593,30.3262209676755,10.4956811994951,18.0529699940342,15.7771893976072,23.0590647939232,24.6240097792421,22.8363784674695,7.55728879453901,7.28187539631605,1,1,0,1
803,500,3,1,"L'Ecuyer-CMRG","10407_729760356_978920250_-1412526692_-679334148_962722624_-10253926","10407_-772607704_1394677971_1412923680_619399662_1234242513_1515085857",1237015234,1338941432,336895300,2043716102,951929628,1729563673,820635858,97.947,5.42600000000004,7.28300000000002,2.20100000000002,3.68000000000006,538.249,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",681.149,8.86647961914786,8.51627357159592,3.38680860591347,1.07023341328373,23.1158105319697,20.9305101047404,78.6144608367645,72.5269155462632,11.4704725330895,1.14539955890895,5.04461317480346,4.91858409394111,0.474,0.969,0.359,0.998,11.8321834283357,37.789140108585,11.0832818090157,33.9967236476138,9.23515785368345,8.76851846106808,3.33450717756043,0.519524124263622,23.0635091036166,20.3798008157203,85.2881405824511,76.8869160020918,11.118938117202,0.269905315691884,5.2961349508081,5.0666506675772,0.573,0.98,0.357,0.997,14.6410466051811,43.2427111811096,11.2077129460203,35.2507136969318,10.463934516286,8.78440599647761,2.21842120333926,0.440913773636051,21.9474231293955,20.3011904650927,109.493925561122,77.1657887109518,4.92139263542523,0.194404955781983,6.02346839426601,5.07695083442508,0.609,0.986,0.399,0.998,17.6214383062879,55.5404396295317,12.1341362920649,41.653296315867,8.46681008542829,9.20084635670474,1.85082931072776,-1.04376280296381,21.579831236784,18.8165138884929,71.6868730227102,84.655573679687,3.42556913744899,1.08944078885087,4.90197930950872,5.32863353390726,0.541,0.995,0.349,0.983,13.3021301422736,44.6836799506523,10.9342511609148,39.8413343151058,11.0953395316012,34.3471881380823,9.30643192525106,32.282880008634,19.1994651316202,27.0565555015966,16.8007384005885,24.761045510866,23.2518486064811,22.9764480833829,7.85709036997634,7.96030711027747,1,1,1,1,11.6475969068537,35.5901315368451,10.0450728868566,30.5363368450747,18.4395563765416,27.4165887671444,16.5186657535706,24.3399949126296,23.9425346299913,20.4912639582181,8.97703239060274,7.82132915905903,1,1,1,1,10.7486519569734,33.5470659741964,8.67278532328451,31.0708699650141,17.8992219227473,26.0027126535404,16.412405435741,24.2858293331703,22.798414017223,22.3980846417296,8.10349073079311,7.87342389742933,1,1,1,1,9.4375618657581,32.5384995620749,5.50043695843751,31.844380595367,17.8931231803888,25.9445992011546,14.8405648469472,22.7304597432518,23.1009376963168,26.3439436369295,8.05147602076579,7.88989489630464,1,1,1,1
802,500,3,1,"L'Ecuyer-CMRG","10407_-1259961775_717487921_-422512419_930090469_1951320707_1955335298","10407_-164894384_-2033415533_-777410382_-910908517_1595050859_2071779686",1743588391,318033775,1237015234,1338941432,336895300,2043716102,951929628,98.2199999999999,5.94399999999996,5.875,2.14799999999991,2.14499999999998,536.062,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",678.991,16.6998572267324,8.57497942539455,-14.481556090497,2.45806423755916,5.43974461256911,22.8398750801059,278.885231393247,73.5302721459398,209.715466802209,6.04207979596728,10.3961325042717,4.91045703425309,0.195,0.745,0.472,0.997,14.1091215507802,42.0109056466292,12.7781729391896,40.4623493150121,17.855168830747,8.66732652899184,-15.4835425716898,3.4207286322995,4.43775813137626,23.8025394748463,318.807053974479,75.1225491601658,239.740090569331,11.7013843758336,10.9639892105897,4.92151995235337,0.218,0.835,0.488,0.998,16.099001924319,48.3603425716049,12.6561336786454,39.7068037273265,16.829609376098,9.19620639475855,-12.8320408418565,4.2169722319613,7.08925986120956,24.5987830745081,283.235751752047,84.5702120549982,164.661272167073,17.7828548051326,9.71790727121417,5.35909384683193,0.37,0.924,0.585,1,19.5675749604988,59.81680782281,16.041229883528,50.8472733863484,19.0469332509168,10.8699288625079,-14.4482027560376,4.24351032425265,5.47309794702843,24.6253211667994,362.785666264881,118.155353475983,208.750562879573,18.0073798720388,10.9416131344214,6.28049094436094,0.369,0.91,0.561,0.995,21.864535143312,68.6400623432742,17.9211153316291,56.907151281833,-6.15954901126591,17.6137424899937,8.00632375336475,35.1859107665162,0.999635755374246,9.74037490314366,18.987615307154,27.4322695280789,23.7732915012596,27.1795870131515,8.74073914776941,8.44465422092492,0,1,0,1,-5.64288661271845,15.5692040892337,13.1078721545097,34.5064462661303,0.203098753666889,8.368454179325,19.7064625884074,27.578975566014,21.2120907019522,21.3985741116207,8.16535542565811,7.87251297760657,0,1,0,1,-5.71507105925957,19.2197103014981,12.2819093841022,37.8151327053956,2.80163488629021,11.3337668023871,20.1794909552826,29.0038713008988,24.9347813607577,25.5332233212934,8.53213191609691,8.82438034561619,0,1,0,1,-9.39977026948332,18.7250481994279,11.4919417173154,36.5552990172614,1.04629530796516,10.7120610889912,20.7863758034921,29.0215821723585,28.1248184689112,25.0633572999461,9.66576578102605,8.23520636886638,0,1,0,0
804,500,3,1,"L'Ecuyer-CMRG","10407_1544097133_-111199833_-990807722_-1702057164_1460709041_1994054365","10407_-899250221_-1982518476_785519804_-2026718967_-177685556_1939695611",336895300,2043716102,951929628,1729563673,820635858,1587882381,461785430,97.759,5.63599999999997,6.80400000000009,2.24300000000017,2.86500000000001,523.939,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",667.065,8.69869902042948,9.75374811041117,-6.52132184639035,-5.50074441694797,13.818668939858,14.0083329390157,75.6673646480209,95.1356022013495,42.527638624208,30.2581891405842,5.15985857630086,5.51684784924923,0.62,1,0.595,0.978,16.8125330627017,51.2800083414757,14.7527532451685,44.2210890776611,9.51800491002031,10.4368312246216,-6.61959873451447,-5.02074188543626,13.7203920517339,14.4883354705274,90.5924174671708,108.927446011237,43.8190874059856,25.2078490801741,5.51384339482468,5.91621228367762,0.601,1,0.522,0.981,16.8565004788367,50.4759778729368,15.4155849440143,46.5335217103668,8.67276606798823,19.5589923969248,-5.67113526596544,-8.64500605564872,14.6688555202829,10.8640713003149,75.216871270048,382.554183582964,32.1617752048769,74.736129702203,5.72736690972089,11.0148303093412,0.759,1,0.388,0.905,22.0987274149167,64.9943246119543,22.0070067975331,63.8484454937241,11.0845632559912,15.5292641342797,-5.13063649889593,-6.6693805656874,15.2093542873524,12.8396967902763,122.867542576071,241.158044552225,26.3234308838031,44.4806371299687,6.9194623651571,8.61193410882844,0.735,0.999,0.6,0.983,24.8732428642354,76.4123264217218,24.9465644683018,72.9529398286526,2.03646569054116,25.0581884701567,3.52886229933106,25.6522852684093,10.011855905282,18.1080141971244,10.0728272560915,17.2519992583065,23.0217227796155,22.1234229690782,8.09615829184239,7.17917200221508,1,1,0,0,0.931168915714996,26.1933606001743,3.2626495925425,25.7276268923566,9.28887566732561,18.1199107364467,10.2606162358362,18.2908210871818,25.2621916844593,22.4649772998141,8.83103506912107,8.03020485134562,1,1,0,0,0.690602845890075,27.0683950081019,0.363252168731223,22.3248570358705,10.4259105504186,19.295313782494,6.91422122264721,14.8801604231198,26.3777921622118,21.9616048671393,8.86940323207547,7.96593920047262,1,1,0,0,1.45385744168655,30.7682649119828,1.37572005272428,25.0819658244179,10.2280391096675,19.6376580281938,8.7134802349318,16.7866348013672,29.3144074702962,23.7062457716937,9.40961891852625,8.07315456643541,1,1,0,0
805,500,3,1,"L'Ecuyer-CMRG","10407_1726067065_-848665355_593218309_-2056775110_-451088847_1135847685","10407_-1106431216_1014698425_-1981912594_-960821748_295289388_1671705877",951929628,1729563673,820635858,1587882381,461785430,640654534,303558434,97.1299999999999,5.75700000000006,7.17100000000005,2.29100000000017,3.80400000000009,527.051,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",669.681,7.06607631739357,9.89056016300276,2.45550577382961,4.16433848376556,22.0489536848232,23.7711235336537,49.9294345232303,97.8231803379771,6.02950860531054,17.3417150073709,4.24251329970933,5.55774217755482,0.634,0.993,0.465,0.977,13.8577209674777,41.1378665743805,13.7650630140647,41.2404502329143,6.93771122624148,9.07107800526695,1.33308195969908,3.94170014128865,20.9265298706927,23.5484851911768,48.1318370587171,82.2844561776378,1.77710751127514,15.5370000038349,4.24436718180464,5.20981090412845,0.693,1,0.526,0.996,14.7391311188614,45.1754052357672,14.710862464497,44.4696615400809,7.95540723998879,11.0999964183992,2.06184549209018,5.08724980570453,21.6552934030838,24.6940348555927,63.2885043540661,123.209920488476,4.2512068332526,25.8801105856408,5.0595495807392,6.38116636702584,0.731,1,0.64,1,17.3701072084663,60.250355757053,20.7543226779559,63.0822624338272,8.40565691403499,11.1441356946378,3.98301639450278,5.56294666039615,23.5764643054964,25.1697317102843,70.6550681564642,124.191760380501,15.8644195988779,30.9463755464126,5.20890316241715,6.38047687254585,0.677,1,0.601,1,17.2992443934504,59.1068764761344,19.1760266591613,60.9809415664416,10.9863144702562,33.659363200203,10.8534905338103,37.01338262381,17.6818362475877,26.7087238646719,19.109734537044,28.087307063604,22.6730487299468,26.1598920899997,9.02688761708422,8.97757252656001,1,1,1,1,9.86173764429012,31.8982493742232,11.10214307786,36.9497751077485,16.7562044470181,25.2433816669108,18.9113901770361,27.7831471106397,22.0365117299331,25.8476320298885,8.48717721989276,8.87175693360358,1,1,1,1,8.28024417983294,34.9465700654989,11.8472123409202,39.3813032863847,16.9347003775273,26.2657119226094,20.2542201140753,29.0829455641155,26.666325885666,27.5340909454644,9.33101154508203,8.82872545004022,1,1,1,0,10.9655883948884,37.1857920582855,11.9777619774882,38.7614401938675,19.1872918658086,27.8937923821357,20.4967044180228,29.9265702010445,26.2202036633971,26.7836782163793,8.70650051632705,9.42986578302165,1,1,1,0
806,500,3,1,"L'Ecuyer-CMRG","10407_49480114_-1095492327_1472394970_-80309010_204236215_1085144943","10407_-800705573_-1725718679_1562499377_-304259031_-1146452931_1544970738",820635858,1587882381,461785430,640654534,303558434,1589623123,1723901441,102.976,6.27300000000014,7.64999999999964,2.21600000000035,2.14300000000003,521.476,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",671.029,7.62190942949992,21.8138710318663,-2.26158219575829,-19.7861841434134,17.8778341207236,0.221385269074281,58.0935033514998,475.844969394894,5.11475402817087,391.493082957063,4.36439107050695,15.4385537728885,0.506,0.977,0.063,0.406,10.9007216110078,36.1101285247953,11.2476456254221,34.7868587543043,7.74512122543274,22.9135644350484,-1.97899448763465,-20.6248877308508,18.1604218288473,-0.617318318363138,59.9869027966487,525.031435119116,3.91641918208832,425.3859939102,4.45718512387709,15.789296208174,0.563,0.989,0.082,0.465,12.4564418642539,38.4382749612558,13.1750031641113,39.8768249851634,8.17896967232725,23.6555827778246,-3.03925561881484,-19.777632921855,17.1001606976671,0.229936490632654,66.8955449008489,559.586596558511,9.23707471649759,391.154763991643,4.75709485810675,15.0733936334071,0.565,1,0.231,0.684,13.3523060047315,46.6012525282514,18.6149279542402,55.1446592502974,7.55500425571642,24.5572159612833,-2.14974830751266,-18.2379846849895,17.9896680089693,1.76958472749816,57.0780893038932,603.056855769107,4.62141778565356,332.624085369912,4.58970619352306,16.1836739296219,0.637,1,0.175,0.595,14.9333724984497,51.2776584139806,15.698194708605,50.9086618072239,7.69665355299262,29.3906228244723,-9.2167518734911,10.6537749446499,13.7219872755252,21.8030376697257,-3.64305058984635,3.59795818794583,21.6939692714797,19.870526818141,8.08105039420054,7.24100877779218,1,0,1,0,6.646398290123,30.8118693221512,-10.555231025847,9.08286660224699,13.8628792680287,22.2675460111604,-4.45161156289321,2.93742342286771,24.1654710320282,19.638097628094,8.40466674313177,7.38903498576092,1,0,1,0,5.38672843815639,28.2601022635811,-11.0098741562145,11.4295389380414,12.9555816310339,21.2084380557869,-3.83543788790691,3.94856200401903,22.8733738254247,22.4394130942559,8.252856424753,7.78399989192595,1,0,1,0,6.63712998760008,30.4272571060444,-10.5234815680444,13.1544300988841,14.0466832481257,21.7084797467869,-2.16045602541355,5.95659281111368,23.7901271184443,23.6779116669285,7.66179649866121,8.11704883652722,1,0,1,0
807,500,3,1,"L'Ecuyer-CMRG","10407_1071040252_1651983189_1698888599_1064098713_-1634375664_-16200875","10407_1307428657_1960309991_73681827_666345959_1352991644_856174446",461785430,640654534,303558434,1589623123,1723901441,556510650,1848931446,105.377,5.95100000000002,7.19399999999996,2.21599999999989,3.67699999999968,521.78,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",671.034,7.89509451558022,9.46156890385137,-3.29670328541586,1.88692863799323,16.3091938478802,21.6747097928904,62.3325174099448,89.5212861223272,10.8682525520717,3.56049968487898,4.51548911448343,5.47943740021406,0.523,0.993,0.372,0.963,12.0357580664784,38.0838171595396,11.4569850843126,34.5615891866898,7.15377979825498,10.190273694278,-2.44133030961683,3.63815267623098,17.1645668236792,23.4259338311282,51.1765654019211,103.841677964294,5.96009368065381,13.2361548955667,4.16918349848818,5.85087264365526,0.581,1,0.4,0.953,12.8352788498806,41.2476678601373,12.4926261577744,37.7290210031781,7.73986287860175,11.1640704975695,-3.60195100003451,3.0194436743153,16.0039461332615,22.8072248292125,59.9054773795573,124.636470074701,12.9740510066496,9.11704010236269,4.77205477829941,6.45369467147259,0.667,1,0.537,0.993,16.0067008617664,53.499093762501,17.986727824727,58.8469385961127,7.75170776536889,9.6773235799817,-2.96937415206958,2.74596507773144,16.6365229812264,22.5337462326286,60.0889732796804,93.6505916716698,8.81718285497896,7.54032420812066,4.61459643561326,5.5570180821255,0.561,1,0.502,0.988,13.0572389872271,46.1362758547039,14.3733182777967,49.8341578814639,5.57118231651041,27.562111985166,9.65450415474408,32.428552610763,12.2677071004907,20.3573895979542,18.0020964610143,25.1322519830389,21.9909296686556,22.774048456019,8.08968249746352,7.13015552202459,1,1,1,1,5.6189707158318,28.638248177798,10.9070017466322,34.3087268070154,12.9174088564876,21.5393773358051,18.9281491393749,27.9751829814767,23.0192774619662,23.4017250603832,8.62196847931745,9.04703384210181,1,1,1,1,3.65420320056509,28.411527950659,10.8470951828429,34.3428134611386,11.808810057387,20.3915031307748,18.7118867208359,26.8643080759764,24.7573247500939,23.4957182782957,8.58269307338778,8.15242135514048,1,1,1,1,4.28552839298802,29.0848586349952,11.5105477541961,34.8885082162887,12.4899447493895,20.545525763642,18.4209590375957,26.7013131366102,24.7993302420072,23.3779604620926,8.05558101425254,8.28035409901444,1,1,1,1
808,500,3,1,"L'Ecuyer-CMRG","10407_-609222836_816645692_-2009404864_-1801965815_-200013286_66089399","10407_947702517_1840053426_-705372009_-672081354_-629486776_-1637338329",303558434,1589623123,1723901441,556510650,1848931446,502879018,73100349,97.913,5.75499999999965,7.49499999999989,2.20600000000013,2.22899999999981,520.079,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",663.452,10.937871044021,8.39974595329197,-5.57764224330859,-3.41095595010435,14.2029791331875,16.9092087047523,119.637022975633,70.5557320798448,31.1100929943405,11.6346204935523,6.22645275340886,4.79869886415189,0.458,0.942,0.453,0.996,13.633785171076,41.5880278898528,11.5912751421715,37.5921204845661,11.4458813232531,7.29429725319537,-4.88723475940402,-0.841248893801911,14.8933866170921,19.4789157610547,131.008199265994,53.2067724179735,23.8850635935269,0.707699701322939,6.52696509450501,4.25771170085514,0.459,0.95,0.566,0.999,14.53570845437,43.9322541298914,12.9660701122938,39.0986001461125,14.9551843181137,5.74539806884058,-5.24045821182142,-2.91678949153864,14.5401631646747,17.403375163318,223.657537988753,33.0095989694371,27.4624022698465,8.50766093795026,8.03360996005674,3.99002095393585,0.466,0.983,0.828,1,18.73716597776,58.8760246700485,16.464466071409,49.2958210296736,10.5641998163494,8.08628390957159,-5.30159633539585,-3.23711290321478,14.4790250411002,17.0830517516418,111.602317759756,65.3879874661963,28.1069237034827,10.4788999481596,6.01979437915099,4.79395075393957,0.498,0.953,0.586,0.997,13.8153210866362,50.9284480506242,13.6795405758455,47.5739546374347,3.70599495526296,26.2691584995625,6.03876236351662,28.0851248983257,10.1028712551866,17.9593215540243,12.5512855563844,21.2418471768216,22.5631635442995,22.0463625348091,7.85645029883772,8.69056162043717,1,1,0,1,4.48111195168416,26.7875726875081,8.82675538520141,29.8447681403265,10.9343390553908,18.7050715748271,15.7344645200341,23.3777981314512,22.3064607358239,21.0180127551251,7.77073251943634,7.6433336114171,1,1,0,1,2.90550335862482,27.037917153851,6.08953784349965,27.9373014915773,9.89523007418867,18.9066845210028,13.6356447105158,21.4600250680814,24.1324137952262,21.8477636480777,9.01145444681414,7.82438035756552,1,1,0,1,1.93309558269559,25.8143196582634,5.95010101407854,31.075044280094,10.3438375578699,18.8270847532938,12.6728311828775,20.905019491451,23.8812240755679,25.1249432660155,8.48324719542387,8.23218830857353,1,1,0,1
809,500,3,1,"L'Ecuyer-CMRG","10407_104181465_1584674955_768582101_408105588_1449555339_-2007268647","10407_-2027232123_-724427805_1576721684_742774456_1690063614_199915297",1723901441,556510650,1848931446,502879018,73100349,1709678639,1554321826,98.288,5.70400000000018,7.23199999999997,2.12899999999991,3.41300000000001,519.739,1,NA,"0ed815baa551","not-a-git-build","bbd3d4119dab4c61438d29ca56ae93a0","confirmatory",661.835,6.09607691048782,8.27424328432154,0.442092997356486,-3.32973949555781,20.3217955356126,16.6103064594975,37.1621536985827,68.4631019281401,0.195446218311642,11.0871651082776,3.77308267441659,4.78445536699501,0.715,1,0.531,0.991,13.8343439551616,41.6733205061986,13.1130000982067,38.79715522327,8.50131878817663,8.99340424055594,-2.71006735156701,-3.05073399183661,17.1696351866891,16.8893119632187,72.272421138205,80.8813198340496,7.34446505002942,9.30697788894733,4.92389129406937,5.15718980763184,0.638,0.999,0.503,0.989,16.1017813356718,48.0025685254312,13.2452735274231,40.3205758144012,6.93200830098108,9.16500661383513,-1.94129992242304,-3.07402355837765,17.9384026158331,16.8660223966776,48.0527390848706,83.9973462316417,3.76864538879971,9.44962083746079,4.77371487672358,5.5027749340345,0.822,1,0.609,1,19.8308038958137,59.615773531389,17.3415124191324,55.6893281724892,7.67430795435642,9.23044254236641,-3.26083565646056,-3.79590202649973,16.6188668817955,16.1441439285556,58.8950025782983,85.2010695279277,10.6330491784446,14.4088721947847,5.04951859107934,5.49588163936568,0.776,1,0.609,1,18.696149526857,62.5713732702169,16.9894110016853,55.8188603767998,10.8728561384257,30.6250576838032,3.93229882536661,28.457859845417,16.8743172476831,23.9380224027977,12.2545904770366,21.0426054209249,19.7522015453776,24.5255610200504,7.06370515511465,8.78801494388824,1,1,1,1,5.2850728846355,27.1615879560006,6.35651406048205,27.5328705421664,13.6612964790497,21.2919863276853,13.104594358878,20.8762255560596,21.8765150713651,21.1763564816843,7.63068984863558,7.77163119718153,1,1,1,1,6.39079830649118,30.4641321988611,5.02533175971357,28.4473725239843,13.3877055415074,21.9839367012776,12.5369285979314,21.4278531361022,24.0733338923699,23.4220407642707,8.59623115977022,8.89092453817074,1,1,1,1,3.1752049333925,29.4897252357428,3.13957337305992,28.9146673789133,11.8880415013951,21.507967952014,11.6861575040373,20.6562500630394,26.3145203023503,25.7750940058534,9.61992645061889,8.97009255900204,1,1,1,1
